like_count,quote_count,reply_count,retweet_count,text,topic,sentiment
0,1,0,0,Janet Yellen is a big fan of #CO2 tax... #vaccination too @a_gellinek https://t.co/s0mEAgn2e9 https://t.co/idJkcDvB6O,vaccination,neutral
0,0,0,0,TedCruz: RT @AGEricSchmitt: BREAKING: CMS recently issued a memo suspending enforcement of their vaccine mandate on health care workers following our win in court halting the mandate on Monday. https://t.co/tTbwySpHot #conservative,vaccination,neutral
1,0,0,1,It's been a week since Omicron became the latest Covid term making headlines. https://t.co/6Z70urIJny,covid,neutral
0,0,0,0,Antonio Brown and two other NFL players suspended for misrepresenting COVID-19 vaccine status - CBS News https://t.co/u1BZ6wPvLM,vaccination,negative
1,0,1,0,"Excellent article by Michael Rosen demanding that the Tories stop using Ofsted to make ridiculous attacks on teachers. Schools need sympathy and support as they cope with inconsistent Tory policies on Covid.
https://t.co/NsmgZj1jgv",restrictions,negative
0,0,0,0,"#DeathSantis #RonDeNazi #VaxUp #MaskUp Florida COVID update: 1,983 new cases added to state toll as hospital patients increase In all, Florida has recorded at least 3,697,624 confirmed COVID cases and 61,631 deaths.
https://t.co/ctKBxWaUSt",pandemic,neutral
10,0,0,1,"Triple vaxxed for 

TBE 💉💉💉
HPV 💉💉💉
COVID 💉💉💉

Wbu ?",vaccination,positive
0,0,0,0,"Check out this #COVID19 Pfizer &amp; Moderna vaccine pop-up walk-in clinic.  💉 

Open to all #Durham residents 12+ (youth born in 2009) for 1st &amp; 2nd dose. 3rd dose for eligible populations.

📅 Dec. 7 - 10am-4pm
📍 Newcastle United Church, 84 Mill St. S., Newcastle https://t.co/6fItcIEEDV",vaccination,positive
0,0,0,0,Dr Zelenko exposes how Dr Rick Bright's Very Bad move sabotaged early Covid treatment killing masses https://t.co/UITxYgFSrp via @BitChute https://t.co/vPAt4fPcZc,conspiracy theories,neutral
0,0,0,0,COVID-19: Pre-departure tests for all UK arrivals to tackle Omicron - as another country added to red list https://t.co/AOB0NUVJZ1,testing,neutral
2,0,0,0,"why the fuck is it so hard to get a covid booster shot appointment, there has got to be a better system for this",vaccination,negative
0,0,0,0,the new variant of covid (omicron) has been detected in la! cant wait for a content creator to test positive and that spread round the us like crazy! thank you for staying inside like your job allows you to. /lh,covid,negative
0,0,0,0,"https://t.co/NLApSi6fzr
MP calls for jail sentences over death of Arthur Labinjo-Hughes, 6, to be increased https://t.co/3t3QTVVkdE",other,neutral
0,0,3,0,just got my first covid shot 💪🏼💪🏼,vaccination,positive
0,0,1,0,Girl on TikTok crying cause she got fired cause she wouldn’t get the covid vaccine… she wanted to work as a nurse…,vaccination,negative
0,0,1,0,"#Omicron if vaccines don’t work for most of the variants and if I need to take RPCR test every time I fly ,why am I vaxxed 3 times 😉 what’s use of vaccine proofs?",vaccination,negative
23,0,2,15,"Cyril Ramaphosa can be popular to ANC Askaries who confirm to GEMS demands to vaccinate our people through the Vooma Campaign and get our people vaccinated on 3-5 December

We're not taking the vaccine
Our life
Our health
Our risk assessment
No to vaccine without informed consent https://t.co/pORBEcOHxl",vaccination,negative
0,0,0,0,Republicans’ Anti-Vaccine Mandate Stunt Fails to Shut Down the Government  https://t.co/muHgOvS08C,restrictions,neutral
42,0,3,25,"""Government privately being urged by advisers to tell people to work from home as UK cases of variant hit 134""

https://t.co/nKYzkRwBri",restrictions,neutral
0,0,0,0,I know it's late but took first dose of vaccine 😉,vaccination,positive
0,0,0,0,"SADLY, THIS EVENT HAS HAD TO BE POSTPONED DUE TO COVID RESTRICTIONS https://t.co/bkAidgMRVW",restrictions,negative
0,0,0,0,"Florida adds 10,892 COVID cases, 153 deaths in past week 🔥🔥🔥🔥🔥 https://t.co/cq6BWSJYsY",pandemic,neutral
4,0,1,4,"hope @UN @POTUS @Europarl_EN @cedoziemm  hope the world is seeing  one of the things that makes #Biafrans to call Nigeria 🇳🇬a zoo....  waiten concern covid 19 with corruption ?? 
#EndNigeriaToSaveLifesNow
#FreeMaziNnamdiKanuNow https://t.co/MSnJ891Fi1",other,negative
2,0,1,1,"#photostory
List of COVID-19 vaccination centers for #Coimbatore today (04-12-2021) https://t.co/SOWfKFHZrc",vaccination,neutral
0,1,0,0,".Adverse Effects of Prolonged Mask Use among Healthcare ...https://t.co/DjxkPIllOC › articles › jide › journal-of-...
In March 2020, New York City encountered its first official case of COVID-19 (coronavirus disease 2019). https://t.co/Wyi5wNwUEF https://t.co/27j2e9B3J3",other,neutral
0,0,0,0,Early 2022 test spots especially for covid care https://t.co/4QJeghm7bD,other,neutral
0,0,0,0,"28-year-old Mayra Ramirez became the first American COVID-19 survivor to receive a double-lung transplant — and she has a dire message for everyone: 
READ: IRREVERSIBLE: Many Effects Of COVID19 Are Permanent
at vippusa(dot)org/posts
https://t.co/rBy7Gttb0e
#Covid_19 07",covid,negative
5,0,0,0,“i’m gonna fuck covid in its omnicussy” -@Yew_ljubav,other,negative
0,0,0,0,How are these Covid restrictions in Ireland effecting weddings? Couples will be loosing tens of thousands of pounds!,restrictions,negative
17,0,0,9,"Schools in Michigan remain the most common setting for known COVID-19 outbreaks

Pause in-person school now

https://t.co/X4YyTIeokt",restrictions,negative
0,0,0,0,Here are the travel restrictions across Central and South America due to COVID-19 https://t.co/vD9UB5OTPo,restrictions,neutral
272,5,7,18,"COVID cancelled my 30th last year so I’m making the most of it this year and celebrating 30th 2.0 🎈

In spirit of that, here are 31 lessons for my 31 years..",other,positive
0,0,0,0,"Steve Kirsch warns of ""incomprehensible"" conspiracy among government and science academia to push deadly covid vaccine.
""I’ve heard it’s a great interview from many of my followers. Here’s the link:"" - Steve Kirsch
https://t.co/acwAcbcrjh",conspiracy theories,neutral
3,0,1,1,"Note to myself: Research topic➡️ “Is unvaccinated sperm really the next Bitcoin?”

Should I invest?

@RandaltsRandal 
@LesStonehouse 
@BelindaJones68 

https://t.co/n3tXWivw1h

https://t.co/5AtSERki2C

https://t.co/J2Qcik2aWM https://t.co/f12TRGpehJ",vaccination,neutral
4,0,0,0,S.African official says number of children sick with COVID-19 is not cause for panic https://t.co/LM2uXLUQQ4,pandemic,neutral
69,1,8,4,"So don’t @ me.  
Covid 19 is technically a Flu type virus. Flu mutates many times that’s why there are yearly jabs. Flu kills many 1000s of people still yearly. So let’s get on with life. Wear a mask don’t wear one. Get a jab don’t get one. But let’s not fight about it.",conspiracy theories,neutral
0,0,0,1,"Starting the day with Dr. Dana Al Essa giving a lecture on Cutaneous Reactions to COVID- 19 Vaccines.

#BDLA #doctors #plasticsurgery #dermatology #derma #dermatologist #bahrain #manama #gcc #ksa #uae #international #speaker #virtual #physical #hybrid #kuwait https://t.co/AcsU3C8Z6P",vaccination,neutral
11,0,0,9,"If you can get them to admit it, they’ll claim it rarely happens 🙄
Too late for too many 😢

AstraZeneca uncovers what's triggering blood clots after its jab: Vaccine acts like a magnet and attracts platelets which body mistakes for a threat and attacks https://t.co/5JDxRdw06e",vaccination,negative
1,0,0,2,"“a confidential, population-based, computerized database that records immunization doses administered by any health care provider to persons within the geographic area covered by that database.”
https://t.co/g4UW3h575u",vaccination,neutral
0,0,0,2,→ https://t.co/rrpAYQK3uf The conservative Supreme Court that embraced vaccine mandates https://t.co/9WpzitgCIz #America #USA #news,restrictions,neutral
33,0,0,8,The TRUTH is trump should’ve been convicted in both impeachments. He should’ve been compelled to comply more with the mueller probe before that. He shouldn’t have been in office to mishandle the Covid response. And even absent all that he should’ve been removed by 6 pm on Jan 6th https://t.co/QXJLKzqtte,other,negative
0,0,0,0,Italian Man Gets Busted Using Fake Arm to Try and Circumvent COVID Vaccine https://t.co/48fJBBolmz,vaccination,neutral
0,0,0,0,"Looks like the #COVID #vaccine long term effects cover stories are already being written. The question is: are people really going to buy this crap?

Thousands facing heart problems due to ‘post-pandemic stress disorder’  https://t.co/gHKZsfqnpP",vaccination,negative
0,0,0,0,Omicron: what we know about the COVID variant seen in at least 11 states - CBS News https://t.co/DNuJwmcYWc,covid,neutral
0,0,0,0,Please tell me how Cancer and COVID are the same. https://t.co/zV0XgSqnIi,other,negative
0,0,0,0,Why are governments using management consultancies as expensive temporary workforces? @ajsturdy https://t.co/JHmPCEoHXJ,other,neutral
0,0,0,0,End-of-year roundup: Covid-19 products edition! https://t.co/YtSSt5SBjh https://t.co/sCmAPuWjkx,other,positive
0,0,0,0,The Variant Hunters: Inside South Africa’s Effort to Stanch Dangerous Mutations https://t.co/KKYv2t6Y7t #HealthNews,covid,neutral
0,0,0,0,Former CPS hate crimes officer who compared vaccine mandates to Holocaust is suspended https://t.co/uzU7PgBfId via @calgaryherald,restrictions,negative
1,0,0,0,I didn’t want to write this – but my anger leaves me no choice | Marie Le Conte https://t.co/BMiR6eNXl3,other,negative
0,0,1,0,GPs in England get green light to provide less care and join Covid jab drive https://t.co/gS6u1jb1b3,vaccination,neutral
0,0,0,0,Los Angeles Lakers’ LeBron James ‘frustrated’ by NBA’s COVID-19 testing process https://t.co/YbomCo4wBL,testing,neutral
3,0,0,4,Bingo. Behind Low Vaccination Rates Lurks a More Profound Social Weakness https://t.co/0jjJby9w8F,vaccination,neutral
0,0,0,0,"Researchers in the U.K. believe that platelets in the blood binding to elements of the AstraZeneca COVID-19 vaccine is the catalyst behind why some people develop the rare side-effect of blood clots, according to a new study. https://t.co/mjhF3LA5Dl",vaccination,neutral
0,0,0,0,Nigeria to begin rollout of COVID-19 booster shots December 10  https://t.co/2repei2lTd,vaccination,neutral
49,0,5,1,I’m so tired of the non binary Denise banging on about COVID 24 hours a day and with her informative Instagram lives. It’s all she does https://t.co/Sy4Hcohauj,other,negative
2,0,0,0,"In typical worse case scenario default reporting on Covid in Japan, national broadcaster, NHK, is reporting cluster infections around the world involving the omicron variant but completely omitting any reference to most cases being mild or asymptomatic.",covid,neutral
0,0,0,0,"India logs 8,603 new COVID cases, 415 deaths https://t.co/OYD3sebsw6",pandemic,neutral
0,0,0,0,Can New York City Enforce Its COVID Vaccine Mandate On Private And Religious Schools? https://t.co/xiHxEpcVEK https://t.co/g9K1AibpsO,restrictions,neutral
1,0,0,0,Watch this video - the UK cowards prancing around as precautionary and proportionate are just cowards. Vaccination decisions. School MITIGATIONS. Telling the public it was airborne. They were cowards and still are missing opportunities to act. @adamhamdy 👍 https://t.co/95kXxvkDCh,restrictions,negative
1,0,0,0,OPINION | 'Pandemics are different.' Why this isn't the time to assert your individual health rights | CBC News https://t.co/x15cuutZqR,other,neutral
0,0,2,0,I've been having a cold since 5 days with intermittent fever and yesterday I lost my sense of taste and smell. is it covid? :(,covid,neutral
0,0,0,0,"Covid-19: Mask up like you're in Malaysia, says Khairy to M'sians abroad https://t.co/iVBObzEVsN https://t.co/gjD96m0equ",restrictions ,neutral
0,0,0,0,How Pfizer uses shell companies to escape prosecution. CNN told the trut... https://t.co/uJXJ9cHvR0 via @YouTube,other,negative
0,0,0,0,"How much all that Snake Oil cost?
You do know the vaccine cost you nothing.
Now you won't be able to sleep thinking I'll never wake back up taking those concoctions. https://t.co/7KN5Fugd5F https://t.co/vriTCCoW2o",vaccination,negative
0,0,0,0,"Covishield current monthly production capacity 250-275 mn doses, Covaxin 50-60 million doses: Govt Responding to a question on whether the government has ascertained if the two approved COVID-19 vaccine manufacturers have... #Industry by #EconomicTimes https://t.co/7iRj74R4gm",vaccination,neutral
9,0,1,1,If I could ask a vaccine-hesitant person to read one article it would probably be this one. Very moving. #COVID19 #COVID19Aus  https://t.co/K1PKZiZ6xQ,vaccination,positive
0,0,0,0,"I had covid on my boyfriend’s birthday this year, and last year everything was closed cause of covid. Next year it’s up, really turning his day into a movie 🥰",other,positive
2,0,0,1,"Thanks to @YourChronicle for sharing this story about our partnership with @LorainElCentro, which provides COVID Care packages with students home ill. https://t.co/nFwuU2PS3P",other,positive
0,0,0,1,"The CONFLICT OF INTEREST is so huge that it's CRIMINAL!

https://t.co/WToigJIayK",conspiracy theories,negative
1,0,0,0,"Imagine the pomposity of some Americans to deny the importance of a vaccine to save their lives.
When throughout the world, people of all nations are struggling to have access to it.
How selfish these people here are.
How petty.
How sad they must be to insist on following a fool.",vaccination,negative
0,0,0,0,When will Japan open @jss_ecu from the COVID epidemic,other,neutral
1,0,1,0,"““We have reasons to believe that some of the variants that are emerging in South Africa could potentially be associated directly with H.I.V.,” said Tulio de Oliveira, the principal investigator of the national genetic monitoring network.""
 https://t.co/FhfQ1JSpyG",covid,neutral
5,0,0,0,"👀, could Ellis be waking up on this topic!!?? 

🤞, I hope so. He needs to educate himself on this, fast! 

There is ZERO chance of becoming future Premier for candidates who do not criticize what has become a pathological Covid response. 

#bcpoli https://t.co/7pjPysfYTV",other,negative
0,0,0,1,I got my bitch Keisha out the shop i swear my car had Covid 😂😂😂,other,positive
0,0,0,0,Christ … Leave the children alone. Vaccine has not been tested long enough to know what will happen long term.  99.999% of the children survive COVID. https://t.co/k7RJJzacOV,vaccination,negative
2,0,0,0,"Jiu-Jitsu competition at Gracie’s gym here in NorCal. I just walked by and there’s like 100 people inside watching the fights! I want to go in so bad, but the small gym is packed with people, sweaty, and y’know—many Brazilians don’t believe in Covid and NO ONE is wearing a mask.",other,neutral
1,0,0,0,"Folks, please have time and go through this informative piece.

https://t.co/5ypQbAWJ0l",vaccination,neutral
0,0,0,0,"COVID-19 can kill you months after you've 'recovered', study suggests https://t.co/iGp1WNp8T0",covid,neutral
0,0,0,0,States Didn't Follow CDC Recs to Prioritize COVID Vaccine for Cancer Patients https://t.co/Myqwhds9lX,vaccination,neutral
0,0,0,0,"‘America’s Got Talent’ star Jay Jay Phillips has died from Covid-19 – reports 
https://t.co/egiyJEKeje",covid,neutral
1,0,0,0,"If you don't have insurance, or if you're covered through Medicaid and Medicare, the White House said it's doubling the amount of free tests it distributes across community centers to 50 million, from 25 million.
https://t.co/2sJBpYk19e",testing,positive
0,0,0,0,"As our lisa is free from covid &amp; self-isolation,
I came here to drop my vote
#MAMAVOTE #LISA https://t.co/YC0UEy6X7e",covid,positive
0,0,0,0,"COVID Confirmed In Contacts of Minnesota Omicron Case From NY Anime Convention - Minnesota (2019-nCoV) - Recombinomics Inc. 
not known whether they are infected with omicron or another variant
https://t.co/SjYLuYZzve",covid,neutral
0,0,0,0,A friend of mine and her son got covid mid November. Yesterday her son tested positive again and so did her husband. The covid dx’s are making the son’s cancer treatment hard to set up.,covid,negative
0,0,0,0,"Need for vaccine aspiration confirmed, why is this not being done https://t.co/JepTDNnDQM via @YouTube",vaccination,neutral
0,0,0,0,#Covid is the world saying there are too many of us.,conspiracy theories,neutral
4,0,1,0,Just realised they didn't check if people did their covid tests or if people had their vaccination cards or masks like ??? And they didn't even check my id,restrictions ,negative
0,0,0,0,RT @AirIvanhoe: Deer can’t smell the #hunters - Wives can’t taste the deer.  Thank you COVID !!! #comedy #laughs #news #deer #covid_19 #covid #covidmemes #covidmeme #hunter #hunting #strangeworld #airivanhoe #huntingtrip #hunters #deerhunt #deerhunting #… https://t.co/WI6yqQWjlT,other,positive
0,0,0,0,"""Omicron variant may have picked up a piece of common-cold virus"" 

December 4, 2021

By Nancy Lapid

NEW YORK (Reuters) – The Omicron variant of the virus that causes COVID-19 likely acquired at least one of its mutations by picking up a snippet of gene… https://t.co/uG3TIILB5H",covid,neutral
0,0,0,0,"""CDC's Walensky: COVID-19 'Likely to Become an Endemic Disease'"" Centers for Disease Control and Prevention (CDC) director Dr. Rochelle Walensky said Friday on MSNBC's ""The Beat"" that COVID-19 will likely become an endemic virus that has a constant presence like influenz…",pandemic,neutral
2,0,0,0,"""Top-down cultural policy strategies like those of Singapore &amp; Doha formulate policy discourses that draw on a transnationally circulating repertoire, shaped by interconnected experts... and policy makers."" 
A comparative analysis by Jeremie Molho @nus_ari
https://t.co/EBx4FZtPT6",other,neutral
0,1,1,2,Team ene COVID case eziy30 mayisuke irelegatwe qha. That’s the only logical thing to do.,other,neutral
2,0,0,1,"#COVIDisAirborne 
Please include importance of ventilation and fresh airflow in all such communication.
#KhidkiKholo 

Disinfection of surfaces no longer plays an important role. Chances of COVID spread from surfaces is minimal. Please stop spraying roads with disinfectants. https://t.co/5wyU2wjMPo",other,neutral
0,0,0,0,"Another 75 cases of Omicron Covid are found in England: UK total doubles to 134 as health chiefs reveal the majority of sequenced super-variant infections are in fully-vaccinated people... and SAGE warns of five years of coronavirus misery 
https://t.co/kFlVAulxhL",covid,negative
2,0,0,0,"I want to assume the Euros was played in space where there’s no COVID. Top 5 euro league is on, full stadiums and not everyone is vaccinated but your concern is in Africa. Have some sense. https://t.co/tFs1HZV3Iq",restrictions,negative
0,0,0,0,"In COVID Battle, Omicron May Outrun Delta, Experts Say https://t.co/vSDk02xBYT",covid,neutral
5,0,0,0,It irritates me so much that the vaccine cards are not sized for wallets.,restrictions ,negative
1,0,0,0,"“Young, healthy 30-year-old suddenly dies from COVID after refusing vaccination.” https://t.co/9ACFRzHla0 https://t.co/TVwhQMIqCQ",vaccination,neutral 
1,0,0,0,why do like 5 of my moots have Covid are you guys okay,covid,neutral
4,0,0,0,"I mean, this is literally what Marjorie Taylor Greene fans believe about her comparing cancer deaths to Covid ...

I can't even. https://t.co/xvBkwQqmJX",conspiracy theories,negative
0,0,0,0,"""The potent new adjuvant could be used to help make vaccines against HIV and other infectious diseases.""

#health #medicine #medicalsciences #vaccines #medicalresearch #antibodies #help https://t.co/cuSvBCHCYw",other,positive
42,6,17,5,I’m sorry but I’m not about to sit here and get covid shot after covid shot because wtf was 2 not enough,vaccination,negative
4,0,0,0,covid birthday 🥳 https://t.co/wOkPO8NOyF,other,positive
0,0,0,1,Critical Care Physician Marik Relates Hospital Authorities Turning Against 'Off-label' Use - Global Covid Summit https://t.co/jJcmk9wdEo,other,neutral
0,0,0,0,"New US COVID-19 rule - incoming travellers will need a test 1 day prior to departure
https://t.co/tp3qrGqaSc",restrictions,neutral
32,0,0,1,update: i do not have COVID apparently it’s a bad combo of stress + allergies + untreated asthma https://t.co/ZTH98kN3So,covid,neutral
0,0,0,0,Australian politician blames white supremacists for spreading online vaccine misinformation https://t.co/iJQGK7QKlq,vaccination,neutral
1,0,1,0,"Hi idiot. its the other way around. The vaxxed can still get and spread it to the unvaxxed. So we take precautions to save evolution low hanging fruits like yourself. Yes, you can still get covid but chance of catching it declines as does risk of death and hospitalization. Moron. https://t.co/8CVvczJzxH",vaccination,positive
11,0,3,7,Government have spent more on advertising covid than they have spent on vaccines I wonder if the vaccinated think that it's free now ??? https://t.co/mKA59f0nzC,vaccination,negative
2,0,0,0,"absolute evil

we have top epidemiologists...people who have trained their whole lives to guide us through this moment

but, bc of pieces of human garbage like mtg tweeting nonsense, we have 808,000 dead americans

600,000 lives would have been saved w/ an average covid response https://t.co/7hV39FbKsT",conspiracy theories,negative
3,0,1,0,"With the rise of covid cases lately &amp; the holiday season already here, if you feel like you're getting a cold, please go get tested &amp; stay away from others until you're confirmed negative. Do not travel or try to push through sickness. You're putting others at risk.",testing,positive
17,1,2,0,Poor Ballarat does not deserve having these deadshits stomping around spreading Covid https://t.co/44dkPbpVrs,other,neutral
1,0,1,2,More like intellectual segregation 😂 I cannot with these two 🙄#MedicalSegregation #antivaxxers #COVID19 #Covid #vaccine #FortniteChapter3 #cryptocrash #Fortnite #Crypto #Blasphemy #Strictly2021 https://t.co/csMwAR2PPf,restrictions ,negative
0,0,0,0,6th Circuit Court Rules Against Biden Administration in OSHA Vaccine Mandate Lawsuit https://t.co/Dkr8YzVtlD via @epochtimes,restrictions,neutral
0,0,1,0,"Only in BC would this happen !

""I think the chiropractic community has demonstrated its support overall for vaccination,"" Dix said. ""Albeit there's obviously some chiropractors who hold a different view, but... the rules are going to apply to everybody"" 

https://t.co/sSNTtTxVXq",vaccination,neutral
6,0,0,3,"My story 👉🏼 More than 7000 people challenge COVID-19 fines, but most fail https://t.co/nHbMMUruYy",other,neutral
0,0,0,0,https://t.co/Nv8Jkt8BYB this is concerning,vaccination,negative
23,1,0,4,"[NEWS] YG Entertainment confirmed today that LISA it’s out of self-isolation since there’s not longer risk of infection (she’s free of COVID-19) 🙏🏻💜

🔗 https://t.co/vUPtm2C98G

(via LSNTEAM_)
#LISA #리사 #블랙핑크 @BLACKPINK https://t.co/t7WSoEqzn6",covid,positive
1,0,0,0,"Covid-19 Omicron variant spreads to more 28 countries including 10 USA States, South Africa remains on the top with the highest numbers of infection .No detection in East Africa Uganda particularly 
@MinofHealthUG 
@KagutaMuseveni 
@RobinahNabbanja 
 @Tagytvuganda 
 . https://t.co/fZZ1b9Il7K",covid,neutral
0,0,0,0,"You have 2 choices:
- Do not take the vaccine 💉 &amp; see what happens to you
- Do take the vaccine 💉 &amp; see what happens to you

Death &amp; Sickness is inevitable.
Fear can drive you to the grave.
We all can see what is happening but the choice is yours!",vaccination,neutral
0,0,0,0,"Covid cases, deaths per million in India one of lowest in world, says Mandaviya in Parliament https://t.co/PAXZVyxfwg",pandemic,neutral
0,0,0,0,US SARS-CoV-2 Vaccinations Reach Highest Single-Day Total in Over Six-Months on Dec. 02nd.   COVID is not going away.  Highly contagious Delta continues to grow new cases in the US and around the World. Omicron presents a new threa…https://t.co/9xtsM1yPaI https://t.co/j3icaTfqCf,covid,negative
0,0,0,0,Now Playing Black Covid Facts - SD  - Black Covid Facts-SD,other,neutral
0,0,0,0,"#Luxembourg 
No lockdowns!
No vaccine passports!
No vaccine mandates!
Do not comply!

 🇱🇺 🇱🇺 🇱🇺🇱🇺🇱🇺🇱🇺🇱🇺🇱🇺🇱🇺🇱🇺🇱🇺",restrictions,negative
4,0,0,0,zooming into the graveyard to livestream it on fb for my family. transnational covid mourning is v v strange,restrictions,neutral
1,0,0,1,"Did you ever see TMC or AAP speak up for the families of the people who lost their lives due to Covid Pandemic? They didn't, they won't. Only Congress stands up for the people of the country. #SpeakUpforCovidNyay https://t.co/8SdAVM9kB1",other,negative
0,0,0,0,"AN 6TH HOLOCAUST TRUMP VOTERS 
WEST TERRACE 
CAPITOL
CAPITOL TUNNEL 
SHOT DEAD 
PILE CRUSHED TO DEATH
L359+ SAVAGELY BEAT TO DEATH FEMALES ONE DRAGGED INTO @LeaderHoyer OFFICE
https://t.co/ZEZGKh67i2 https://t.co/GhUTEVCWGm",conspiracy theories,negative
0,0,0,0,"#Truth don’t care! People care about the Economy, Working, and being left alone to live life. Not all the lies being told about Covid. Lose of #Job, inflation, stock market dip, economy, #OpenBorders etc. Watch The Highwire with Del Bigtree for #Truth in Medical Journalism. https://t.co/U4z9mDXjTP",conspiracy theories,negative
0,0,0,0,"NBA turning up heat on players, staff to get COVID booster https://t.co/pyYBp7rFbM",vaccination,neutral
0,0,0,0,#fbi - @FBI  - i'd check florida for #crumbley. it's a fugitive playground with deathsantis as governor. he's too busy lying his way through covid to care. and you know who else lives in florida... crumbley's favorite idiot --- trump. you think i joke. check florida. #michigan,other,negative
12,1,0,8,"Rs. 20,000 crores for central vista,
Rs. 8500 crore for Modi ji's planes,
Rs. 23 lakh crore extorted through fuel tax,
Crores collected through PMCARES fund...

So why can't the Modi Govt provide compensation of Rs. 4 lakh to COVID victim families?!

#SpeakUpForCovidNyay",other,negative
0,0,0,0,"Without federal mandate, most southwestern Pennsylvania hospitals back off COVID-19 vaccine requirement – 90.5 WESA https://t.co/y9ik4rgKCx",vaccination,neutral
0,0,0,0,FINALLY LISA FULLY RECOVERED 🥺🙏🥺🙏 LISA COVID FREE 🙏 https://t.co/XijBDLtNjs,covid ,positive
22,0,1,6,"This is generating a lot of alarm and speculation about the transmissibility of Omicron, but important to note that any variant of COVID-19 can cause large outbreaks in crowded/ poorly ventilated indoor settings. #Airborne https://t.co/Dh1SKHaCOp",covid ,neutral
1,0,0,0,"Just now finding out that professional idiot @AaronRodgers12 eats ""magic dirt"" instead of getting a life-saving vaccine.

What is wrong with this planet?",vaccination,negative
4,0,1,0,It’s a fun game of “is it COVID or is the air in my city trying to kill me?”,covid,negative
0,0,0,0,"The word ""testing"" is not mentioned in the article. Not once. I believe a key reason for the numbers being so different is Gladys told NSW not to get tested. 

""Why Victoria is still recording hundreds more daily COVID-19 cases than NSW"" 
#auspol
https://t.co/a1qrNZ8wud",testing,neutral
0,0,0,1,"England’s nativity plays Covid guidance ‘unhelpful’, say school leaders - Headteachers exasperated about messaging that in-person shows go ahead despite Omicron variant https://t.co/v5bZ3K3s8N",restrictions,negative
0,0,1,0,"It bewilders me that if you are planning to vaccinate an entire country that you wouldn't take the easiest option of a single dose COVID vaccine. Why do things twice if it can be done once?
https://t.co/n0LqHeI4PB",vaccination,negative
20,0,1,9,".@drsmita_md the LAUSD Medical Director finds herself in the same position; the pioneer w/o followers.

She’s about to be the heart of why 10’s of thousands of low income children that are at little to no risk of covid, get relegated to online learning, which we know fails them. https://t.co/gzbK4wn62t",pandemic,negative
0,0,0,0,New COVID cases confirmed in Nigeria. https://t.co/jrDgaOWxLH,pandemic,neutral
18,0,3,2,"TjoviTjo, we are not happy what happened at Neturena Village, 31 COVID 19 affected is too much, people's especially our enemies haters with funny jokes, you put Wara Wara statement with ussles statement block once more, I'm watching everything on my twitter handle, speed recovery https://t.co/XTi70UeClP",covid,negative
1,1,0,0,Mass vaccination fails to halt Covid transmission rates – study — RT World News https://t.co/F13DV5j3TN,vaccination,negative
0,0,0,0,"Take vaccine within one week or face Strict rules, this District Collector big Announcement
https://t.co/d8uY8vhp3F
#CovidVaccine #COVID19 #COVID19nz #Covid #covidvariant",vaccination,neutral
0,0,0,0,"South Korea reports record-high COVID-19 cases, deaths
 https://t.co/oLdfBPrjKw",pandemic,neutral
0,0,0,0,"1st Omicron Cases Reported in Philadelphia, New Jersey https://t.co/8boXFe79Pu",covid,neutral
0,0,0,0,"The COVID-19 caseload rose to 1,577,443 as 197 people tested positive for the disease in the 24 hours to 8 am on Sunday, according to the latest government data.
https://t.co/10QqKehJmk",pandemic,neutral
1,0,0,1,"https://t.co/kcsJF3tfRO
all those #antivaxxers in a hurry to get rid of #COVID19 are up the creek without a paddle...
#Omicron #OmicronVarient #coronavirus #Corona",vaccination,negative
0,0,0,0,HUGE: Federal judge strikes down DOD claim that Pfizer’s EUA “vaccine” and Comirnaty are “interchangeable” - best news here https://t.co/lfBySj3uU0,vaccination,neutral
0,0,0,0,Puducherry Announces That Covid-19 Vaccination Compulsory https://t.co/T6ADQDoqT8,vaccination,neutral
0,0,0,0,"Undtaget for ""vaccinering""🤔
These people are exempt from the vaccine mandate. FDA, CDC, Pfizer, Moderna &amp; Fauci's employees https://t.co/0G5PYBwY69 via @BitChute",vaccination,neutral
1,0,2,0,Does Brendan O Connor ever discuss anything apart from covid ? @rte,covid,neutral
0,0,0,0,"Active cases in Malta down to 1,293, two of which are in intensive care 
#COVID19 #Malta 
https://t.co/SpI201WQO8",pandemic,neutral
0,0,0,0,"The virus is life-threatening, but the means of survival exist. Use them.

https://t.co/gVoOLnzcYj",covid,neutral
2,0,0,1,"If you’re out Christmas shopping this weekend, find a local walk-in vaccination site and make sure you get your jab to protect yourself and your loved ones this winter. 

Find out more: https://t.co/TKJaLsGFon #CovidVaccineNW https://t.co/3M1PAsjLzB",vaccination,neutral
9,0,3,1,"The total number of Covid-19 deaths in the country now stands at 28,001 and the death rate stands at 1.78 percent.
#Bangladesh #Covid19
https://t.co/PYetqeHpYp",pandemic,neutral
11,0,0,1,"Earlier this year, @BayesBSchool launched 6 new medical scholarships in memory of doctors who died during Covid-19 pandemic.

Here we reflect on the 6 doctors remembered in the scholarships 💙 https://t.co/VQq7vhk2hw

#CityReflects2021 https://t.co/AWskCmaWNB",covid,positive
0,0,0,0,"Stay safe and give yourself the best protection from COVID-19. Book your vaccine online today by visiting: https://t.co/ZHP7pgBXBb

Always remember to wash your hands, socialise in ventilated areas, and book a test if you're feeling unwell
 
#vaccinejsy #COVID #getvaccinated https://t.co/0ozrgWnjkS",vaccination,neutral
